epsilon,MAE_avg,MSE_avg,MAE_std,MSE_std,epsilon(local)
0.100000,1.471446e+02,3.405678e+04,4.680399e+00,2.094059e+03,3.798339
0.200000,7.937912e+01,9.891267e+03,2.349487e+00,5.459844e+02,5.058339
0.300000,5.643751e+01,5.032721e+03,1.636758e+00,2.802758e+02,5.778339
0.400000,4.543200e+01,3.320861e+03,1.566709e+00,2.186188e+02,6.268339
0.500000,3.939193e+01,2.528217e+03,1.202622e+00,1.415359e+02,6.608339
0.600000,3.533451e+01,2.069839e+03,1.062026e+00,1.415739e+02,6.868339
0.700000,3.281610e+01,1.808899e+03,1.053011e+00,1.348285e+02,7.058339
0.800000,3.282014e+01,1.797555e+03,1.072535e+00,1.303805e+02,7.068339
0.900000,3.265995e+01,1.795071e+03,9.157615e-01,1.114581e+02,7.068339
1.000000,3.283516e+01,1.803541e+03,1.014664e+00,1.177407e+02,7.068339
1.200000,3.277912e+01,1.803937e+03,9.150746e-01,1.050746e+02,7.068339
1.400000,3.268220e+01,1.800461e+03,9.442648e-01,1.126301e+02,7.068339
1.600000,3.263410e+01,1.784172e+03,8.968777e-01,1.108510e+02,7.068339
1.800000,3.299461e+01,1.815505e+03,9.802043e-01,1.139403e+02,7.068339
2.000000,3.269510e+01,1.793881e+03,1.022277e+00,1.207479e+02,7.068339
3.000000,3.290944e+01,1.812809e+03,1.055069e+00,1.308681e+02,7.068339
4.000000,3.265313e+01,1.794842e+03,1.064366e+00,1.316438e+02,7.068339
5.000000,3.264508e+01,1.783507e+03,9.119305e-01,1.054735e+02,7.068339
6.000000,3.280128e+01,1.798714e+03,1.045486e+00,1.213752e+02,7.068339
7.000000,3.249694e+01,1.781237e+03,8.766591e-01,1.115918e+02,7.068339
8.000000,2.385711e+01,1.050168e+03,8.174606e-01,8.930500e+01,8.000000
9.000000,1.837886e+01,7.437738e+02,5.572368e-01,6.957627e+01,9.000000
10.000000,1.560940e+01,6.341591e+02,5.323313e-01,6.642039e+01,10.000000
-1.000000,1.290080e+01,5.804688e+02,5.999993e-01,8.660101e+01,-1.000000
